,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
68,2018-01-10,5.066404129482395,4.20686776788919,8.200281208413028,5.066404129482395,5.066404129482395,1.248467134296237,1.248467134296237,1.248467134296237,0.9268258633466714,0.9268258633466714,0.9268258633466714,0.32164127094956574,0.32164127094956574,0.32164127094956574,0.0,0.0,0.0,6.314871263778632
69,2018-01-11,5.06259683546386,4.358904286759971,8.261243793465285,5.06259683546386,5.06259683546386,1.2711207672270035,1.2711207672270035,1.2711207672270035,0.8932126000006779,0.8932126000006779,0.8932126000006779,0.3779081672263256,0.3779081672263256,0.3779081672263256,0.0,0.0,0.0,6.3337176026908635
70,2018-01-12,5.058789541445325,4.491433140130084,8.19693761749589,5.058789541445325,5.058789541445325,1.2720387302730736,1.2720387302730736,1.2720387302730736,0.8378235571367924,0.8378235571367924,0.8378235571367924,0.43421517313628133,0.43421517313628133,0.43421517313628133,0.0,0.0,0.0,6.330828271718398
71,2018-01-16,5.043560365371184,4.652988739249398,8.465404121361981,5.043560365371184,5.043560365371184,1.4955652792557326,1.4955652792557326,1.4955652792557326,0.8372989878941408,0.8372989878941408,0.8372989878941408,0.6582662913615919,0.6582662913615919,0.6582662913615919,0.0,0.0,0.0,6.539125644626917
72,2018-01-17,5.039753071352649,4.6614297122272035,8.719825588987067,5.039753071352649,5.039753071352649,1.640265743534126,1.640265743534126,1.640265743534126,0.926825863346685,0.926825863346685,0.926825863346685,0.7134398801874409,0.7134398801874409,0.7134398801874409,0.0,0.0,0.0,6.680018814886775
73,2018-01-18,5.035945777334114,4.674819743242683,8.642931656787974,5.035945777334114,5.035945777334114,1.661179161402882,1.661179161402882,1.661179161402882,0.8932125999987233,0.8932125999987233,0.8932125999987233,0.7679665614041586,0.7679665614041586,0.7679665614041586,0.0,0.0,0.0,6.697124938736996
74,2018-01-19,5.032138483315579,4.736603396223686,8.676813510206157,5.032138483315579,5.032138483315579,1.6594562103734183,1.6594562103734183,1.6594562103734183,0.837823557139155,0.837823557139155,0.837823557139155,0.8216326532342633,0.8216326532342633,0.8216326532342633,0.0,0.0,0.0,6.691594693688998
75,2018-01-22,5.0207166012599735,4.742028612756497,8.960579791562663,5.0207166012599735,5.0207166012599735,1.8231902169991674,1.8231902169991674,1.8231902169991674,0.848399695864794,0.848399695864794,0.848399695864794,0.9747905211343731,0.9747905211343731,0.9747905211343731,0.0,0.0,0.0,6.843906818259141
76,2018-01-23,5.016909307241438,4.889403753936963,8.85061121440815,5.016909307241438,5.016909307241438,1.8594668300914732,1.8594668300914732,1.8594668300914732,0.8372989878948162,0.8372989878948162,0.8372989878948162,1.022167842196657,1.022167842196657,1.022167842196657,0.0,0.0,0.0,6.876376137332911
77,2018-01-24,5.013102013222903,5.101210037055666,8.95532683915353,5.013102013222903,5.013102013222903,1.9939303125286147,1.9939303125286147,1.9939303125286147,0.9268258633466867,0.9268258633466867,0.9268258633466867,1.067104449181928,1.067104449181928,1.067104449181928,0.0,0.0,0.0,7.007032325751517
